graph name, algorithm, score, time
LFR_N10000_ad5_mc50_mu0.5, infomap, 0.938275483865321, 1.5943065079991356
LFR_N10000_ad5_mc50_mu0.5, louvain, 0.7524844297868615, 4.898730159002298
LFR_N10000_ad5_mc50_mu0.5, leiden, 0.6859106086913871, 1.6453767929997412
LFR_N10000_ad5_mc50_mu0.5_i28, label propagation, 0.8934290188586728, 5.775893467005517
LFR_N10000_ad5_mc50_mu0.5_i28, infomap, 0.9518796072365688, 1.592985392002447
LFR_N10000_ad5_mc50_mu0.5_i28, louvain, 0.7577305200492543, 4.9240069489969756
LFR_N10000_ad5_mc50_mu0.5_i28, leiden, 0.677627712236682, 1.736980424997455
LFR_N100_ad5_mc50_mu0.5_i20, label propagation, 0.0, 0.03925303099822486
LFR_N100_ad5_mc50_mu0.5_i20, infomap, 0.0, 0.008616416998847853
LFR_N100_ad5_mc50_mu0.5_i20, louvain, 0.0014475311235184554, 0.020736793005198706
LFR_N100_ad5_mc50_mu0.5_i20, leiden, 0.0005771336574618319, 0.014180443999066483
LFR_N500_ad5_mc50_mu0.5_i19, label propagation, 0.0, 0.12253288699866971
LFR_N500_ad5_mc50_mu0.5_i19, infomap, 0.0, 0.04039033799926983
LFR_N500_ad5_mc50_mu0.5_i19, louvain, 0.5941282456423496, 0.1399058979950496
LFR_N500_ad5_mc50_mu0.5_i19, leiden, 0.4648465262735906, 0.07119085199519759
LFR_N50000_ad5_mc50_mu0.5_i28, label propagation, 0.9507709439045486, 34.50723026700143
LFR_N50000_ad5_mc50_mu0.5_i28, infomap, 0.9628040698976208, 11.535515026997018
LFR_N50000_ad5_mc50_mu0.5_i28, louvain, 0.7259558224907985, 33.327279984994675
LFR_N50000_ad5_mc50_mu0.5_i28, leiden, 0.6849657795782151, 9.636938575997192
LFR_N50000_ad5_mc50_mu0.5_i0, label propagation, 0.9518248715477868, 34.47834559400508
LFR_N50000_ad5_mc50_mu0.5_i0, infomap, 0.9617300050158206, 11.68207004499709
LFR_N50000_ad5_mc50_mu0.5_i0, louvain, 0.7303562683216294, 34.60653609000292
LFR_N50000_ad5_mc50_mu0.5_i0, leiden, 0.682573812790532, 9.462448709004093
LFR_N50000_ad5_mc50_mu0.5_i25, label propagation, 0.948730245903261, 29.15674518999731
LFR_N50000_ad5_mc50_mu0.5_i25, infomap, 0.961887326973804, 11.531492016001721
LFR_N50000_ad5_mc50_mu0.5_i25, louvain, 0.7281482579576345, 34.29533373700542
LFR_N50000_ad5_mc50_mu0.5_i25, leiden, 0.6790762070349904, 9.593667757995718
LFR_N50000_ad5_mc50_mu0.5_i27, label propagation, 0.9511218952212418, 36.927881759998854
LFR_N50000_ad5_mc50_mu0.5_i27, infomap, 0.9618161803827172, 11.735131553999963
LFR_N50000_ad5_mc50_mu0.5_i27, louvain, 0.7269801379791041, 35.611959578993265
LFR_N50000_ad5_mc50_mu0.5_i27, leiden, 0.6839236735279351, 9.52864710099675
LFR_N1000_ad5_mc50_mu0.5_i17, label propagation, 0.0, 0.2838201080012368
LFR_N1000_ad5_mc50_mu0.5_i17, infomap, 0.0, 0.08890360900113592
LFR_N1000_ad5_mc50_mu0.5_i17, louvain, 0.6511360273926867, 0.379325419999077
LFR_N1000_ad5_mc50_mu0.5_i17, leiden, 0.5336389864515533, 0.14065456899697892
LFR_N500_ad5_mc50_mu0.5_i16, label propagation, 0.0, 0.09615155500068795
LFR_N500_ad5_mc50_mu0.5_i16, infomap, 0.0, 0.040827971999533474
LFR_N500_ad5_mc50_mu0.5_i16, louvain, 0.6033093597258948, 0.19432504900032654
LFR_N500_ad5_mc50_mu0.5_i16, leiden, 0.5264830414803826, 0.06961562899959972
LFR_N100000_ad5_mc50_mu0.5_i21, label propagation, 0.9577158358554145, 94.1483775509987
LFR_N100000_ad5_mc50_mu0.5_i21, infomap, 0.9651716969111105, 26.154673887998797
LFR_N100000_ad5_mc50_mu0.5_i21, louvain, 0.7084564498248493, 86.05393399800232
LFR_N100000_ad5_mc50_mu0.5_i21, leiden, 0.6865724865479571, 22.501441660002456
LFR_N500000_ad5_mc50_mu0.5_i24, label propagation, 0.9673637999138737, 474.61191760400106
LFR_N500000_ad5_mc50_mu0.5_i24, infomap, 0.9697535635647142, 160.528807030998
LFR_N500000_ad5_mc50_mu0.5_i24, louvain, 0.6092024827530085, 566.4095761059943
LFR_N500000_ad5_mc50_mu0.5_i24, leiden, 0.6794828499156792, 129.34009713400155
LFR_N1000_ad5_mc50_mu0.5_i9, label propagation, 0.0, 1.3764410209987545
LFR_N1000_ad5_mc50_mu0.5_i9, infomap, 0.0, 0.08799464299954707
LFR_N1000_ad5_mc50_mu0.5_i9, louvain, 0.6993132296870916, 0.33420577800279716
LFR_N1000_ad5_mc50_mu0.5_i9, leiden, 0.566884538803882, 0.15004998800577596
LFR_N10000_ad5_mc50_mu0.5_i24, label propagation, 0.8954663944272592, 6.1136819339953945
LFR_N10000_ad5_mc50_mu0.5_i24, infomap, 0.9487824235599446, 1.5600816820006003
LFR_N10000_ad5_mc50_mu0.5_i24, louvain, 0.7594425787782361, 5.421953320998
LFR_N10000_ad5_mc50_mu0.5_i24, leiden, 0.6748354619435815, 1.616350037002121
LFR_N10000_ad5_mc50_mu0.5_i3, label propagation, 0.8964513895393458, 5.901331063003454
LFR_N10000_ad5_mc50_mu0.5_i3, infomap, 0.944983252081413, 1.6291737059946172
LFR_N10000_ad5_mc50_mu0.5_i3, louvain, 0.7679245147607632, 5.527429714005848
LFR_N10000_ad5_mc50_mu0.5_i3, leiden, 0.6861066697323048, 1.6282737809960963
LFR_N1000_ad5_mc50_mu0.5_i20, label propagation, 0.0, 0.21288881699729245
LFR_N1000_ad5_mc50_mu0.5_i20, infomap, 0.0, 0.08768037000118056
LFR_N1000_ad5_mc50_mu0.5_i20, louvain, 0.6654422308788024, 0.28259736399922986
LFR_N1000_ad5_mc50_mu0.5_i20, leiden, 0.5116783211207874, 0.1530058479984291
LFR_N50000_ad5_mc50_mu0.5_i14, label propagation, 0.9508862063057291, 31.766357234999305
LFR_N50000_ad5_mc50_mu0.5_i14, infomap, 0.9623326055569595, 11.739493119996041
LFR_N50000_ad5_mc50_mu0.5_i14, louvain, 0.7236927768126168, 39.4556402369999
LFR_N50000_ad5_mc50_mu0.5_i14, leiden, 0.6874547419440236, 9.697188023004855
LFR_N100000_ad5_mc50_mu0.5_i7, label propagation, 0.9584576537854895, 66.6260555780027
LFR_N100000_ad5_mc50_mu0.5_i7, infomap, 0.9651850280522475, 25.49361907599814
LFR_N100000_ad5_mc50_mu0.5_i7, louvain, 0.7025408765334212, 85.17837785199663
LFR_N100000_ad5_mc50_mu0.5_i7, leiden, 0.6838513400816624, 21.461017102999904
LFR_N1000000_ad5_mc50_mu0.5_i26, label propagation, 0.9696595552492266, 981.4149660059993
LFR_N1000000_ad5_mc50_mu0.5_i26, infomap, 0.9704838167367256, 442.11180885499925
LFR_N1000000_ad5_mc50_mu0.5_i26, louvain, 0.5672124500453578, 1298.8333611340058
LFR_N1000000_ad5_mc50_mu0.5_i26, leiden, 0.6803521868899564, 313.42823700100416
LFR_N500_ad5_mc50_mu0.5, label propagation, 0.0, 3.0713194199997815
LFR_N500_ad5_mc50_mu0.5, infomap, 0.0, 0.052386534996912815
LFR_N500_ad5_mc50_mu0.5, louvain, 0.5824292827742723, 0.11456387799989898
LFR_N500_ad5_mc50_mu0.5, leiden, 0.4749033840501836, 0.07366349799849559
LFR_N5000_ad5_mc50_mu0.5_i14, label propagation, 2.8903991724858926e-16, 3.2709982550004497
LFR_N5000_ad5_mc50_mu0.5_i14, infomap, 0.9313054953092783, 0.7184886460017879
LFR_N5000_ad5_mc50_mu0.5_i14, louvain, 0.7546071312281167, 2.218037651000486
LFR_N5000_ad5_mc50_mu0.5_i14, leiden, 0.6746345081454903, 0.7728144710054039
LFR_N10000_ad5_mc50_mu0.5_i20, label propagation, 0.8785658396014406, 6.595417589000135
LFR_N10000_ad5_mc50_mu0.5_i20, infomap, 0.9442753394306946, 1.528934752997884
LFR_N10000_ad5_mc50_mu0.5_i20, louvain, 0.7593455690830542, 4.5642151680003735
LFR_N10000_ad5_mc50_mu0.5_i20, leiden, 0.6738884656248538, 1.6232697810046375
LFR_N1000_ad5_mc50_mu0.5_i16, label propagation, 0.0, 0.2608186930010561
LFR_N1000_ad5_mc50_mu0.5_i16, infomap, 0.0, 0.08768271699955221
LFR_N1000_ad5_mc50_mu0.5_i16, louvain, 0.6987060319490954, 0.28409272499993676
LFR_N1000_ad5_mc50_mu0.5_i16, leiden, 0.5740484183534068, 0.14192775300034555
LFR_N500000_ad5_mc50_mu0.5_i5, label propagation, 0.9666529215193801, 509.21626660699985
LFR_N500000_ad5_mc50_mu0.5_i5, infomap, 0.9697463590014932, 159.94701914400503
LFR_N500000_ad5_mc50_mu0.5_i5, louvain, 0.6028973060402409, 625.4997355810046
LFR_N500000_ad5_mc50_mu0.5_i5, leiden, 0.6800520584859759, 128.5768227840017
LFR_N100_ad5_mc50_mu0.5_i28, label propagation, 5.801810171063575e-16, 1.1973222590022488
LFR_N100_ad5_mc50_mu0.5_i28, infomap, 5.801810171063575e-16, 0.00791327899787575
LFR_N100_ad5_mc50_mu0.5_i28, louvain, 0.04754007179186695, 0.02484966500196606
LFR_N100_ad5_mc50_mu0.5_i28, leiden, 0.050888032633154015, 0.013167842000257224
LFR_N100000_ad5_mc50_mu0.5_i23, label propagation, 0.9584367236916764, 69.3320984489983
LFR_N100000_ad5_mc50_mu0.5_i23, infomap, 0.9659998853804979, 25.286102874997596
LFR_N100000_ad5_mc50_mu0.5_i23, louvain, 0.7046698258087222, 90.35137863300042
LFR_N100000_ad5_mc50_mu0.5_i23, leiden, 0.6816182106966284, 20.529485867002222
LFR_N500000_ad5_mc50_mu0.5_i13, label propagation, 0.9667449091010086, 457.9287472779979
LFR_N500000_ad5_mc50_mu0.5_i13, infomap, 0.9693054645032688, 179.98719859799894
LFR_N500000_ad5_mc50_mu0.5_i13, louvain, 0.6052098763551041, 567.5689558190061
LFR_N500000_ad5_mc50_mu0.5_i13, leiden, 0.6765868283128259, 130.0411774239983
LFR_N500000_ad5_mc50_mu0.5_i1, label propagation, 0.9669176803900211, 463.31367448100355
LFR_N500000_ad5_mc50_mu0.5_i1, infomap, 0.968936672561766, 161.12921895600448
LFR_N500000_ad5_mc50_mu0.5_i1, louvain, 0.6072168632764728, 641.639483580002
LFR_N500000_ad5_mc50_mu0.5_i1, leiden, 0.679550274594474, 128.26283176799916
LFR_N100_ad5_mc50_mu0.5_i3, label propagation, 6.151501398253113e-16, 1.2119167740020202
LFR_N100_ad5_mc50_mu0.5_i3, infomap, 6.151501398253113e-16, 0.0088690660049906
LFR_N100_ad5_mc50_mu0.5_i3, louvain, 0.07759694556905941, 0.018650788995728362
LFR_N100_ad5_mc50_mu0.5_i3, leiden, 0.12288745140252225, 0.01335099100106163
LFR_N1000_ad5_mc50_mu0.5_i19, label propagation, 0.0, 0.2405840339997667
LFR_N1000_ad5_mc50_mu0.5_i19, infomap, 0.0, 0.08933997600252042
LFR_N1000_ad5_mc50_mu0.5_i19, louvain, 0.638624329304124, 0.26864290999947116
LFR_N1000_ad5_mc50_mu0.5_i19, leiden, 0.5481469041276049, 0.1515434320026543
LFR_N500_ad5_mc50_mu0.5_i2, label propagation, 0.0, 0.07945844899950316
LFR_N500_ad5_mc50_mu0.5_i2, infomap, 0.0, 0.040959155005111825
LFR_N500_ad5_mc50_mu0.5_i2, louvain, 0.571492883664227, 0.16738162899855524
LFR_N500_ad5_mc50_mu0.5_i2, leiden, 0.4949388186232641, 0.07255714799975976
LFR_N5000_ad5_mc50_mu0.5_i1, label propagation, 3.3092377538611623e-16, 2.4559647899950505
LFR_N5000_ad5_mc50_mu0.5_i1, infomap, 0.9093193785492163, 0.6927495799973258
LFR_N5000_ad5_mc50_mu0.5_i1, louvain, 0.7494067646928976, 1.9625850789961987
LFR_N5000_ad5_mc50_mu0.5_i1, leiden, 0.6817645674715129, 0.7586848919963813
LFR_N100000_ad5_mc50_mu0.5_i9, label propagation, 0.9591233663276043, 74.65181949600083
LFR_N100000_ad5_mc50_mu0.5_i9, infomap, 0.9657093084695646, 25.156802530000277
LFR_N100000_ad5_mc50_mu0.5_i9, louvain, 0.7032389973535825, 88.2268515839969
LFR_N100000_ad5_mc50_mu0.5_i9, leiden, 0.6868915453784485, 21.796549307000532
LFR_N500000_ad5_mc50_mu0.5_i9, label propagation, 0.9665518600744281, 435.50179358400055
LFR_N500000_ad5_mc50_mu0.5_i9, infomap, 0.9692593618719958, 177.8132639280011
LFR_N500000_ad5_mc50_mu0.5_i9, louvain, 0.6035504723593458, 639.8049920220001
LFR_N500000_ad5_mc50_mu0.5_i9, leiden, 0.6787419163805012, 134.55722763200174
LFR_N1000000_ad5_mc50_mu0.5_i18, label propagation, 0.9699182029696335, 1030.797852069998
LFR_N1000000_ad5_mc50_mu0.5_i18, infomap, 0.9707889318651233, 509.2086685070026
LFR_N1000000_ad5_mc50_mu0.5_i18, louvain, 0.5663552634063008, 1567.2417552920015
LFR_N1000000_ad5_mc50_mu0.5_i18, leiden, 0.6790966417853103, 346.9833087969964
LFR_N100_ad5_mc50_mu0.5_i26, label propagation, 6.277560556848738e-16, 3.067424809996737
LFR_N100_ad5_mc50_mu0.5_i26, infomap, 6.277560556848738e-16, 0.00985199100250611
LFR_N100_ad5_mc50_mu0.5_i26, louvain, 0.009788275711816749, 0.019200590999389533
LFR_N100_ad5_mc50_mu0.5_i26, leiden, 0.019672556079689922, 0.014467132998106536
LFR_N500_ad5_mc50_mu0.5_i14, label propagation, 0.0, 0.08399433700105874
LFR_N500_ad5_mc50_mu0.5_i14, infomap, 0.0, 0.04489553599705687
LFR_N500_ad5_mc50_mu0.5_i14, louvain, 0.4657195566021796, 0.24140307900233893
LFR_N500_ad5_mc50_mu0.5_i14, leiden, 0.41041112005870933, 0.08222816399938893
LFR_N500000_ad5_mc50_mu0.5_i29, label propagation, 0.9671740277869719, 477.63431532600225
LFR_N500000_ad5_mc50_mu0.5_i29, infomap, 0.969190869942004, 192.00494617000368
LFR_N500000_ad5_mc50_mu0.5_i29, louvain, 0.6070017111717037, 671.950587416999
LFR_N500000_ad5_mc50_mu0.5_i29, leiden, 0.6788924335124931, 151.41134352000518
LFR_N1000_ad5_mc50_mu0.5_i27, label propagation, 0.0, 1.6414794079973944
LFR_N1000_ad5_mc50_mu0.5_i27, infomap, 0.0, 0.11520009899686556
LFR_N1000_ad5_mc50_mu0.5_i27, louvain, 0.6619807467935086, 0.39253687699965667
LFR_N1000_ad5_mc50_mu0.5_i27, leiden, 0.5699891209091432, 0.17017750900413375
LFR_N1000_ad5_mc50_mu0.5_i1, label propagation, 0.0, 0.2364534480002476
LFR_N1000_ad5_mc50_mu0.5_i1, infomap, 0.0, 0.10186829200392822
LFR_N1000_ad5_mc50_mu0.5_i1, louvain, 0.6912280731892518, 0.3862961010017898
LFR_N1000_ad5_mc50_mu0.5_i1, leiden, 0.5676181613571508, 0.174388405001082
LFR_N50000_ad5_mc50_mu0.5_i20, label propagation, 0.951034512264785, 43.410670559998835
LFR_N50000_ad5_mc50_mu0.5_i20, infomap, 0.9635106708183006, 13.552518962998874
LFR_N50000_ad5_mc50_mu0.5_i20, louvain, 0.7212212209963201, 43.56953741799953
LFR_N50000_ad5_mc50_mu0.5_i20, leiden, 0.6852338943133083, 10.245228246996703
LFR_N100_ad5_mc50_mu0.5_i10, label propagation, 1.134700944012308e-15, 0.12040837299718987
LFR_N100_ad5_mc50_mu0.5_i10, infomap, 1.134700944012308e-15, 0.009903095000481699
LFR_N100_ad5_mc50_mu0.5_i10, louvain, 0.09840131305377842, 0.03167132600356126
LFR_N100_ad5_mc50_mu0.5_i10, leiden, 0.17298367095503864, 0.01431524999497924
LFR_N10000_ad5_mc50_mu0.5_i14, label propagation, 0.8982454674525859, 6.7940810799991596
LFR_N10000_ad5_mc50_mu0.5_i14, infomap, 0.9468150226218824, 1.6998610340015148
LFR_N10000_ad5_mc50_mu0.5_i14, louvain, 0.7581954650463918, 5.6575380170033895
LFR_N10000_ad5_mc50_mu0.5_i14, leiden, 0.681119322665646, 1.714727596998273
LFR_N1000_ad5_mc50_mu0.5_i5, label propagation, 0.0, 0.26216643899533665
LFR_N1000_ad5_mc50_mu0.5_i5, infomap, 0.0, 0.1083009209978627
LFR_N1000_ad5_mc50_mu0.5_i5, louvain, 0.678586520174048, 0.6113945320030325
LFR_N1000_ad5_mc50_mu0.5_i5, leiden, 0.565793560360695, 0.20370476500102086
LFR_N100000_ad5_mc50_mu0.5_i26, label propagation, 0.9578656596291334, 92.50538102699647
LFR_N100000_ad5_mc50_mu0.5_i26, infomap, 0.9654421404392592, 30.105970390999573
LFR_N100000_ad5_mc50_mu0.5_i26, louvain, 0.7064065808932811, 106.36607936400105
LFR_N100000_ad5_mc50_mu0.5_i26, leiden, 0.6804385084552977, 26.695214323000982
LFR_N500_ad5_mc50_mu0.5_i0, label propagation, 0.0, 0.31990313500136836
LFR_N500_ad5_mc50_mu0.5_i0, infomap, 0.0, 0.04583859199919971
LFR_N500_ad5_mc50_mu0.5_i0, louvain, 0.5526403338951257, 0.20959028400102397
LFR_N500_ad5_mc50_mu0.5_i0, leiden, 0.5078187956324598, 0.08205615599581506
LFR_N500_ad5_mc50_mu0.5_i11, label propagation, 0.0, 0.09688498399918899
LFR_N500_ad5_mc50_mu0.5_i11, infomap, 0.0, 0.052105501999903936
LFR_N500_ad5_mc50_mu0.5_i11, louvain, 0.5261432642738211, 0.20647962499788264
LFR_N500_ad5_mc50_mu0.5_i11, leiden, 0.40511646397223794, 0.09000593700329773
LFR_N100000_ad5_mc50_mu0.5_i24, label propagation, 0.9577757914153318, 82.25898837499699
LFR_N100000_ad5_mc50_mu0.5_i24, infomap, 0.9650985563792258, 29.757463786998414
LFR_N100000_ad5_mc50_mu0.5_i24, louvain, 0.7012208962200326, 95.30789629899664
LFR_N100000_ad5_mc50_mu0.5_i24, leiden, 0.6821973877142891, 24.020461934000195
LFR_N50000_ad5_mc50_mu0.5_i17, label propagation, 0.9510929960031234, 51.70908741700259
LFR_N50000_ad5_mc50_mu0.5_i17, infomap, 0.9618180824343675, 13.788779470996815
LFR_N50000_ad5_mc50_mu0.5_i17, louvain, 0.7252178123401709, 42.84096137799497
LFR_N50000_ad5_mc50_mu0.5_i17, leiden, 0.6835460191564634, 11.162965757997881
LFR_N500_ad5_mc50_mu0.5_i25, label propagation, 0.0, 0.19014921699999832
LFR_N500_ad5_mc50_mu0.5_i25, infomap, 0.0, 0.04468925899709575
LFR_N500_ad5_mc50_mu0.5_i25, louvain, 0.5015535595950911, 0.19155278799735243
LFR_N500_ad5_mc50_mu0.5_i25, leiden, 0.4348090772158705, 0.08726893900166033
LFR_N500000_ad5_mc50_mu0.5_i22, label propagation, 0.9669788845454278, 509.0641206229993
LFR_N500000_ad5_mc50_mu0.5_i22, infomap, 0.9693342862228987, 186.84800635699503
LFR_N500000_ad5_mc50_mu0.5_i22, louvain, 0.6080308487835903, 664.5314214979953
LFR_N500000_ad5_mc50_mu0.5_i22, leiden, 0.678854880419556, 143.31767291000142
LFR_N100000_ad5_mc50_mu0.5_i17, label propagation, 0.957451932682496, 75.21851064100338
LFR_N100000_ad5_mc50_mu0.5_i17, infomap, 0.9643212989259804, 29.66776430000027
LFR_N100000_ad5_mc50_mu0.5_i17, louvain, 0.7010766247343908, 102.75392633899901
LFR_N100000_ad5_mc50_mu0.5_i17, leiden, 0.6808712330193939, 25.500353365998308
LFR_N50000_ad5_mc50_mu0.5_i3, label propagation, 0.9495851762933002, 37.43113749400072
LFR_N50000_ad5_mc50_mu0.5_i3, infomap, 0.9614646935061709, 12.226692226999148
LFR_N50000_ad5_mc50_mu0.5_i3, louvain, 0.7305490201619366, 43.5225779579996
LFR_N50000_ad5_mc50_mu0.5_i3, leiden, 0.6826005551138309, 11.185250448994339
LFR_N5000_ad5_mc50_mu0.5_i2, label propagation, 3.55195923947204e-16, 1.8342072789964732
LFR_N5000_ad5_mc50_mu0.5_i2, infomap, 0.918218668181591, 0.8413314319986966
LFR_N5000_ad5_mc50_mu0.5_i2, louvain, 0.7562392369910809, 2.746741602997645
LFR_N5000_ad5_mc50_mu0.5_i2, leiden, 0.6743302621555604, 1.09654336800304
LFR_N50000_ad5_mc50_mu0.5_i10, label propagation, 0.9515140668923091, 65.2305098700017
LFR_N50000_ad5_mc50_mu0.5_i10, infomap, 0.9623125559222394, 12.93937263800035
LFR_N50000_ad5_mc50_mu0.5_i10, louvain, 0.7254564230397074, 43.61936509899533
LFR_N50000_ad5_mc50_mu0.5_i10, leiden, 0.6846497222138709, 11.001626316996408
LFR_N100000_ad5_mc50_mu0.5_i14, label propagation, 0.958315156139133, 86.86346864100051
LFR_N100000_ad5_mc50_mu0.5_i14, infomap, 0.9653873471833067, 29.616955491001136
LFR_N100000_ad5_mc50_mu0.5_i14, louvain, 0.7050164350648123, 102.12270271799935
LFR_N100000_ad5_mc50_mu0.5_i14, leiden, 0.6840884687129197, 25.71842100500362
LFR_N1000_ad5_mc50_mu0.5_i28, label propagation, 0.0, 0.38330073800170794
LFR_N1000_ad5_mc50_mu0.5_i28, infomap, 0.0, 0.09368305500538554
LFR_N1000_ad5_mc50_mu0.5_i28, louvain, 0.6912139830645331, 0.3159466859942768
LFR_N1000_ad5_mc50_mu0.5_i28, leiden, 0.5758117605985892, 0.1626444480061764
LFR_N1000000_ad5_mc50_mu0.5_i25, label propagation, 0.9699715733721206, 1036.6626361680028
LFR_N1000000_ad5_mc50_mu0.5_i25, infomap, 0.9708644689505597, 569.5588573760033
LFR_N1000000_ad5_mc50_mu0.5_i25, louvain, 0.5658043530508604, 1718.642642286999
LFR_N1000000_ad5_mc50_mu0.5_i25, leiden, 0.677309580465998, 374.66568654
LFR_N1000000_ad5_mc50_mu0.5_i14, label propagation, 0.9695112873700706, 1046.5870982199995
LFR_N1000000_ad5_mc50_mu0.5_i14, infomap, 0.9706957970892001, 501.05194833601126
LFR_N1000000_ad5_mc50_mu0.5_i14, louvain, 0.565018883132091, 1361.9703828710044
LFR_N1000000_ad5_mc50_mu0.5_i14, leiden, 0.6784623965681003, 348.9409433030087
LFR_N100000_ad5_mc50_mu0.5_i3, label propagation, 0.9587700464924005, 103.55150761999539
LFR_N100000_ad5_mc50_mu0.5_i3, infomap, 0.9655458309072662, 29.867158025008393
LFR_N100000_ad5_mc50_mu0.5_i3, louvain, 0.7038222107522483, 86.2520125680021
LFR_N100000_ad5_mc50_mu0.5_i3, leiden, 0.6778848453482199, 22.10640728099679
LFR_N1000000_ad5_mc50_mu0.5_i19, label propagation, 0.9690981912864244, 1040.6031423350069
LFR_N1000000_ad5_mc50_mu0.5_i19, infomap, 0.9702640316710661, 542.7276036269905
LFR_N1000000_ad5_mc50_mu0.5_i19, louvain, 0.5679548362551098, 1473.9001231260045
LFR_N1000000_ad5_mc50_mu0.5_i19, leiden, 0.6774890785880952, 355.26466696900025
LFR_N500000_ad5_mc50_mu0.5_i23, label propagation, 0.9675804319772795, 429.5513029959984
LFR_N500000_ad5_mc50_mu0.5_i23, infomap, 0.9693687795900525, 193.5357839759963
LFR_N500000_ad5_mc50_mu0.5_i23, louvain, 0.6075109508670583, 671.3674792279926
LFR_N500000_ad5_mc50_mu0.5_i23, leiden, 0.6790385057417925, 146.5222531689942
LFR_N100_ad5_mc50_mu0.5_i17, label propagation, 4.885097610603481e-16, 1.4069474730058573
LFR_N100_ad5_mc50_mu0.5_i17, infomap, 4.885097610603481e-16, 0.010102300002472475
LFR_N100_ad5_mc50_mu0.5_i17, louvain, 0.1937672929732724, 0.022812594994320534
LFR_N100_ad5_mc50_mu0.5_i17, leiden, 0.15395023196694618, 0.016837839997606352
LFR_N100000_ad5_mc50_mu0.5_i25, label propagation, 0.957940271318265, 76.00375833100406
LFR_N100000_ad5_mc50_mu0.5_i25, infomap, 0.9643931034852788, 28.51852494099876
LFR_N100000_ad5_mc50_mu0.5_i25, louvain, 0.7047951324398306, 100.03448103299888
LFR_N100000_ad5_mc50_mu0.5_i25, leiden, 0.6829700338593752, 23.174593741001445
LFR_N1000000_ad5_mc50_mu0.5_i8, label propagation, 0.969194803225274, 952.8380027179956
LFR_N1000000_ad5_mc50_mu0.5_i8, infomap, 0.9703610141907967, 577.7675088140095
LFR_N1000000_ad5_mc50_mu0.5_i8, louvain, 0.5663411264732627, 1371.950164858994
LFR_N1000000_ad5_mc50_mu0.5_i8, leiden, 0.6793283583291448, 391.59350600800826
LFR_N500_ad5_mc50_mu0.5_i15, label propagation, 0.0, 3.1922235139936674
LFR_N500_ad5_mc50_mu0.5_i15, infomap, 0.0, 0.04333056099130772
LFR_N500_ad5_mc50_mu0.5_i15, louvain, 0.6761653576642225, 0.1715866729937261
LFR_N500_ad5_mc50_mu0.5_i15, leiden, 0.5213512034314819, 0.0705149679997703
LFR_N1000000_ad5_mc50_mu0.5_i16, label propagation, 0.9697062359530062, 1026.896475845002
LFR_N1000000_ad5_mc50_mu0.5_i16, infomap, 0.9706468972248179, 483.41890724998666
LFR_N1000000_ad5_mc50_mu0.5_i16, louvain, 0.5687294883072318, 1503.066247323004
LFR_N1000000_ad5_mc50_mu0.5_i16, leiden, 0.6767038072882492, 364.7471116000088
LFR_N1000_ad5_mc50_mu0.5_i4, label propagation, 0.0, 4.09035815099196
LFR_N1000_ad5_mc50_mu0.5_i4, infomap, 0.0, 0.09947738199844025
LFR_N1000_ad5_mc50_mu0.5_i4, louvain, 0.687101819630546, 0.3111839760094881
LFR_N1000_ad5_mc50_mu0.5_i4, leiden, 0.5545467847951415, 0.1583488480100641
LFR_N5000_ad5_mc50_mu0.5_i25, label propagation, 3.268677090742068e-16, 3.799196034000488
LFR_N5000_ad5_mc50_mu0.5_i25, infomap, 0.9124711994784747, 0.7161645250016591
LFR_N5000_ad5_mc50_mu0.5_i25, louvain, 0.7423610987653976, 1.960293273004936
LFR_N5000_ad5_mc50_mu0.5_i25, leiden, 0.6554076228528567, 0.8074483969976427
LFR_N1000000_ad5_mc50_mu0.5_i7, label propagation, 0.9696217381560611, 1013.9940565089928
LFR_N1000000_ad5_mc50_mu0.5_i7, infomap, 0.970600154985447, 522.786263639995
LFR_N1000000_ad5_mc50_mu0.5_i7, louvain, 0.5684720327696534, 1352.1713786939945
LFR_N1000000_ad5_mc50_mu0.5_i7, leiden, 0.6807074370141928, 321.5419801340031
LFR_N5000_ad5_mc50_mu0.5_i16, label propagation, 3.121191267670659e-16, 4.230232771995361
LFR_N5000_ad5_mc50_mu0.5_i16, infomap, 0.9092797840197637, 0.693903699007933
LFR_N5000_ad5_mc50_mu0.5_i16, louvain, 0.7558202979335791, 2.066793982987292
LFR_N5000_ad5_mc50_mu0.5_i16, leiden, 0.6646210648813565, 0.7792995430063456
LFR_N100000_ad5_mc50_mu0.5_i1, label propagation, 0.956618402798673, 75.26978049999161
LFR_N100000_ad5_mc50_mu0.5_i1, infomap, 0.9651548959976745, 26.089105701990775
LFR_N100000_ad5_mc50_mu0.5_i1, louvain, 0.7120868751336822, 80.87125236999418
LFR_N100000_ad5_mc50_mu0.5_i1, leiden, 0.683720912142116, 19.867635586997494
LFR_N10000_ad5_mc50_mu0.5_i16, label propagation, 0.8993238602295535, 7.771981729994877
LFR_N10000_ad5_mc50_mu0.5_i16, infomap, 0.9445512346166942, 1.5711982900102157
LFR_N10000_ad5_mc50_mu0.5_i16, louvain, 0.762620433403192, 4.9657784390001325
LFR_N10000_ad5_mc50_mu0.5_i16, leiden, 0.6751456789257607, 1.6348530030081747
LFR_N500_ad5_mc50_mu0.5_i6, label propagation, 0.0, 0.11919177800882608
